handle,tweet
realDonaldTrump,"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over"
HillaryClinton,"""I join Americans in praying for the victims of the attack in Orlando.""

Hillary's statement: <url>"
HillaryClinton,"We owe families of gun violence victims more than prayers.

Tell your senators to act on gun violence prevention: <url>"
HillaryClinton,"""Trump's economic proposals could produce a prolonged recession...and reduce employment by 3.5 million jobs."" — <mention> WSJ <url>"
realDonaldTrump,"I will be in South Carolina all week. Saturday is BIG, BIG, BIG! Get out and vote - MAKE AMERICA GREAT AGAIN"
HillaryClinton,"Trump wants to eliminate the Estate Tax. It would save the Trump family $4 billion, but it would do nothing for 99.8% of Americans."
HillaryClinton,"“As Scranton has always had my back, we—all of us—are going to have your back, Hillary.” — <mention> JoeBiden"
HillaryClinton,"Sarah McBride, the first trans person to speak at a party convention: ""Despite our progress, so much work remains."" <url>"
realDonaldTrump,Is this the New York that Ted Cruz is talking about &amp; demeaning? <url>
realDonaldTrump,"<hashtag>VoteTrumpID! <hashtag>Trump2016
<url>"
realDonaldTrump,I will be on The Situation Room with  <mention> wolfblitzer from 5-7pm est on CNN
realDonaldTrump,""" <mention> TimVincent56:   <mention> LindseyGrahamSC Talkers think about the future, Doers are already building it"" <hashtag>VoteTrump2016 <url>"""
realDonaldTrump,"Thank you Greensboro, North Carolina! Will be back soon! <hashtag>AmericaFirst <url>"
realDonaldTrump,"Wow, Corey Lewandowski, my campaign manager and a very decent man, was just charged with assaulting a reporter. Look at tapes-nothing there!"
HillaryClinton,One candidate would stand up for workers and their families. The other? Not so much. <url>
HillaryClinton,<hashtag>UAW endorses  <mention> hillaryclinton for president. <url>
HillaryClinton,"""He has energized and inspired a generation of young people who care deeply about our country.” —Hillary on  <mention> BernieSanders"
realDonaldTrump,Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!
HillaryClinton,Include women in the sequel. <hashtag>WORK  <mention> HillaryClinton <url>
realDonaldTrump,". <mention> AnnCoulter has been amazing. We will win and establish strong borders, we will build a WALL and Mexico will pay. We will be great again!"
realDonaldTrump,"Do you think  <mention> SenTedCruz knows about  <mention> bobvanderplaats dealings? Actually, I doubt it!"
HillaryClinton,"Fighting for women's health care, equal pay, and paid leave.
Or as Donald Trump says, playing the ""woman's card.""
<url>"
HillaryClinton,"The first in a new series: a message from your potential next president—on pregnancy.
<url>"
realDonaldTrump,"Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown."
HillaryClinton,"Press play for a preview of the new campaign podcast With Her. Stream the full episode here: <url>
<url>"
HillaryClinton,"No, Barack Obama is not the founder of ISIS."
realDonaldTrump,"<hashtag>VoteTrumpHI! <hashtag>Trump2016
<url>"
HillaryClinton,"""Anything is possible. Do not let where you come from dictate your life.""
How one New York school is changing lives: <url>"
HillaryClinton,"Women's health is an economic issue: Every woman deserves access to affordable menstrual products. Bravo, New York. <url>"
HillaryClinton,"""I believe that people should have work with purpose and dignity.""  <mention> HillaryClinton explains: <url>"
realDonaldTrump,"Just arrived in Syracuse, NY. Big crowd, great place! We will bring back the desperately needed jobs. <hashtag>NYPrimary <url>"
HillaryClinton,"Imagine if he had not just his Twitter account at his disposal when he’s angry, but America’s entire arsenal. <url>"
realDonaldTrump,Thank you! <hashtag>AmericaFirst <url>
realDonaldTrump,"Statement Regarding British Referendum on E.U. Membership
<url>"
HillaryClinton,"Let’s make clear that love trumps hate—not just this November, but always. <url>"
HillaryClinton,Hillary’s college plan will bring about a long-awaited transformation of higher education in America. Here's how: <url>
HillaryClinton,"""Let’s be more than allies to each other. Let’s take on each other’s struggles as our own."" —Hillary"
HillaryClinton,"Thank you,  <mention> BernieSanders, not just for your endorsement, but for a lifetime of fighting injustice."
HillaryClinton,A person who trash talks our own military should never set foot in the Oval Office. <url>
HillaryClinton,"""She gives us hope for the future. She's our girl.""  —Roxie, co-owner of  <mention> MercersDairy, on Hillary <url>"
HillaryClinton,Gun violence prevention laws might not stop every shooting or terrorist attack—but they will save lives. <url>
realDonaldTrump,"Terrible jobs report just reported. Only 38,000 jobs added. Bombshell!"
realDonaldTrump,"I told you so. Our country totally lost control of illegal immigration, even with criminals.
<url>"
realDonaldTrump,"Even though I beat him in the first six debates, especially the last one, Ted Cruz wants to debate me again. Can we do it in Canada?"
HillaryClinton,It's Women's Equality Day. Donald Trump can't say he treats women with respect <url>
HillaryClinton,Capt. Kristen Griest is about to become the Army's first female infantry officer. Well done. <url>
realDonaldTrump,""" <mention> Stevekwebb:  <mention> realDonaldTrump Love it!  <mention> tedcruz is done. We need someone who is proven.  <mention> realDonaldTrump will make America Great Again"""
realDonaldTrump,"I havn't seen  <mention> tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!"
HillaryClinton,"The Enquirer editorial board is endorsing Hillary Clinton for president, breaking a nearly century-long tradition of endorsing Republicans."
realDonaldTrump,"Union Leader refuses to comment as to why they were kicked out of the ABC News debate like a dog. For starters, try getting a new publisher!"
HillaryClinton,"Brian Williams says all you need to know about the GOP nominee for president.
<url>"
realDonaldTrump,"Unlike the other Republican candidates, I will be in Nevada all day and night - I won't be fleeing, in and out. I love &amp; invest in Nevada!"
HillaryClinton,"It's HFA Volunteer Day, and we're looking for 50,000 volunteers. Help us get there—find your friends on Facebook: <url>"
realDonaldTrump,"Another radical Islamic attack, this time in Pakistan, targeting Christian women &amp; children. At least 67 dead,400 injured. I alone can solve"
realDonaldTrump,Thank you to our amazing law enforcement officers! <hashtag>MAGA <url>
HillaryClinton,Tune in now to watch  <mention> JoeBiden hit the trail for Hillary in Ohio: <url>
HillaryClinton,"Donald Trump is proud of his recklessness—that’s his business. But when he’s running for president, it’s ours."
realDonaldTrump,"Obama administration fails to screen Syrian refugees' social media accounts:
<url>"
realDonaldTrump,I will be on Face The Nation this morning at various times across the U.S.  <mention> CBSNews  Enjoy!
realDonaldTrump,Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as <hashtag>POTUS.
HillaryClinton,"Some of the (many, many) reasons Donald Trump isn't fit to be Commander-in-Chief. <url>"
realDonaldTrump,"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!"
realDonaldTrump,". <mention> oreillyfactor  <mention> KarlRove- as per the show, an even more serious Cruz charge is the fraudulent voter violation certificate sent to everyone."
realDonaldTrump,""" <mention> fairess369: It is a sad commentary little boy Marco Rubio can't win in his home state. Floridians despise him as a opportunist phony."""
realDonaldTrump,""" <mention> SandraR67758219:  <mention> realDonaldTrump You are a fighter and we LOVE that about you! Don't listen to these people who want you to change!"""
realDonaldTrump,Thank you  <mention> JerryJrFalwell! <url>
realDonaldTrump,"Just arrived in Scotland. Place is going wild over the vote. They took their country back, just like we will take America back. No games!"
realDonaldTrump,Face The Nation's interview of me was the highest rated show that they have had in 15 years. Congratulations and WOW!   <mention> CBSNews  <mention> jdickerson
realDonaldTrump,"2004 VIDEO:
Pocahontas describing Crooked Hillary Clinton as a Corporate Donor Puppet. Time for change! <hashtag>Trump2016
<url>"
realDonaldTrump,""" <mention> AlexNightrasor:  <mention> realDonaldTrump  <mention> lilrachiepoo Trump will be our best president since Reagan!"
HillaryClinton,Start spreading the news. <url>
HillaryClinton,This is just one of the business practices that led to Donald Trump being sued for discrimination. <hashtag>Debate… <url>
HillaryClinton,"To everyone in Houston, please stay safe and avoid traveling. Our prayers are with you. <hashtag>HoustonFlood -H"
HillaryClinton,Nurses care for our families like their own. It's time we returned the favor. <hashtag>InternationalNursesDay <url>
realDonaldTrump,"Crooked Hillary just took a major ad of me playing golf at Turnberry. Shows me hitting shot, but I never did = lie! Was there to support son"
realDonaldTrump,Thank you to the LGBT community! I will fight for you while Hillary brings in more people that will threaten your freedoms and beliefs.
HillaryClinton,"Son of a Pakistani bus driver, champion of workers' rights and human rights, and now Mayor of London. Congrats,  <mention> SadiqKhan. -H"
HillaryClinton,"How pay-to-play works:

1. Trump faces possible investigation
2. Trump gives $$ to AG
3. Investigation never happens <url>"
HillaryClinton,"""Mom, Grandma would be so, so proud of you tonight.” — <mention> ChelseaClinton"
realDonaldTrump,"Thank you Iowa- see you soon!
<hashtag>Trump2016 <hashtag>ImWithYou
<url>"
realDonaldTrump,"New Reuters poll! Thank you!
<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016 <url>"
HillaryClinton,Today's <hashtag>SCOTUS decision upholding reproductive rights is a major victory—but we can't take it for granted. <url>
realDonaldTrump,Watching other networks and local news. Really good night! Crazy  <mention> megynkelly is unwatchable.
realDonaldTrump,The convention in Cleveland will be amazing!  <url>
realDonaldTrump,<hashtag>Trump2016 <hashtag>MakeAmericaGreatAgain <url>
realDonaldTrump,""" <mention> sareed59:  Our ineffective <hashtag>POTUS has to make a speech in <hashtag>Elkhart to make everything look great. Mr. Trump <hashtag>MakeAmericaGreatAgain"""
realDonaldTrump,"Thank you Erie, Pennsylvania! Together we will <hashtag>MakeAmericaGreatAgain! <url>"
HillaryClinton,"“We’ll make sure that Wall Street, and corporations, and the wealthy pay their fair share of taxes.” — <mention> TimKaine"
HillaryClinton,"""She knows that for progress to happen, we have to listen to each other, and see ourselves in each other.” — <mention> POTUS on Hillary"
realDonaldTrump,"Hillary can never win over Bernie supporters. Her foreign wars,
NAFTA/TPP support &amp; Wall Street ties are driving away millions of votes."
realDonaldTrump,""" <mention> Janetlarose1:  <mention> realDonaldTrump  <mention> FaceTheNation  <mention> jdickerson WASHINGTON VERSUS TRUMP ❤ &amp;TRUMPS SUPPORTERS ... <hashtag>TRUMPDOG"""
HillaryClinton,"Gay rights are human rights and human rights are gay rights. Being LGBT does not make you less human.
<url>"
realDonaldTrump,"20 Most Anticipated Hotel Openings of 2016: Trump International Hotel, Washington D.C. <url>"
realDonaldTrump,"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!"
HillaryClinton,"This is what I saw while photographing  <mention> HillaryClinton,  <mention> POTUS and more at the <hashtag>DemConvention. <url>"
realDonaldTrump,"I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida"
realDonaldTrump,""" <mention> DiCristo13:  <mention> realDonaldTrump let's have the policy speeches on immigration, economy,  foreign policy, and NATO! <url>"""
realDonaldTrump,""" <mention> jlund04:  <mention> megynkelly  <mention> realDonaldTrump it was refreshing to see you both in a different light. Well done."""
realDonaldTrump,. <mention> DiamondandSilk- Just watched you on <hashtag>WattersWorld with a large group of people. Everybody loves you- two amazing people! <hashtag>Trump2016
HillaryClinton,"Trump just said he “doesn’t throw babies out” of his rallies...

Let’s review the record.
<url>"
HillaryClinton,Watch live: Get an exclusive look at the  <mention> DemConvention before Hillary officially accepts the nomination → <url>
realDonaldTrump,<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016 <url>
realDonaldTrump,". <mention> HeyTammyBruce- Thank you for your nice words on Fox today. They never use my full statements on nuclear, which you would agree with!"
realDonaldTrump,I will be interviewed on  <mention> oreillyfactor at 8:00 P.M. Enjoy!
realDonaldTrump,I will be interviewed on Face The Nation with  <mention> jdickerson this morning. Enjoy!
HillaryClinton,Meet  <mention> TimKaine—Hillary's running mate and the next vice president of the United States. <url>
realDonaldTrump,"Thank you Charlotte, North Carolina!
<hashtag>MakeAmericaGreatAgain
<url>"
HillaryClinton,"Donald Trump &amp; Ted Cruz are pushing a vision for America that's divisive &amp; dangerous.

We should be lifting people up—not tearing them down."
realDonaldTrump,"Fox News Poll
Thank you, New Hampshire! <hashtag>FITN
<hashtag>Trump2016 <url>"
realDonaldTrump,"Thank you to all of our law enforcement officers - across America! <hashtag>LESM <hashtag>MAGA
<url>"
realDonaldTrump,"Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets nothing done. Loser!"
realDonaldTrump,Great Town Hall tonight at 10:00 P.M. (Eastern) conducted by  <mention> seanhannity on  <mention> FoxNews
realDonaldTrump,Great debate poll numbers - I will be on  <mention> foxandfriends at 7:00 to discuss. Enjoy!
HillaryClinton,Road trip. <url>
realDonaldTrump,Seems out of touch w/ reality to announce a VP nominee before securing 1237 delegates. <url>
realDonaldTrump,"Romney's failed advisors, like campaign mgr Stuart Stevens are all over TV telling people how to win. But they lost- don't know how to win!"
HillaryClinton,"We should be fighting to keep families together, not rip them apart. <url>"
realDonaldTrump,"Join me in Pensacola, Florida this Friday at 7pm! <hashtag>VoteTrump
<url>"
HillaryClinton,You can also listen to the first episode of With Her by streaming here: <url>
HillaryClinton,One of the many stark choices we face in this election. <url>
realDonaldTrump,Thank you Pastor Robert Jeffress! <hashtag>MakeAmericaGreatAgain <hashtag>Trump2016 <url>
HillaryClinton,"""Folks, you cannot believe one word that comes out of Donald Trump's mouth."""
realDonaldTrump,"Join me in Atlanta on Wednesday- at noon! <hashtag>Trump2016
Tickets: <url>"
HillaryClinton,"Turning away Muslims, pitting Americans against each other, inciting violence and chaos—these aren't our values.
<url>"
realDonaldTrump,I will be interviewed on  <mention> CNN at 7:00 A.M.
realDonaldTrump,Just a reminder that Ted Cruz supported liberal Justice John Roberts who gave us <hashtag>Obamacare. <url>
realDonaldTrump,". <mention> oreillyfactor please explain to the very dumb and failing  <mention> glennbeck that I supported John McCain big league in 2008, not Obama!"
HillaryClinton,"We need comprehensive immigration reform to keep families like Karla's together. <hashtag>DemsInPhilly
<url>"
HillaryClinton,"Getting rid of gun-free school zones.
Banning Muslims entering the country.

What you need to know about Trump: <url>"
HillaryClinton,America has always been about working together to get things done. <url>
realDonaldTrump,"Crooked Hillary Clinton overregulates, overtaxes and doesn't care about jobs. Most importantly, she suffers from plain old bad judgement!"
realDonaldTrump,"Thank you Macomb County, Michigan! <hashtag>MakeAmericaGreatAgain <hashtag>Trump2016 <url>"
realDonaldTrump,I am the only Republican who will get large numbers of Dems and Indies (crossover). I will also get states that no other Republican can get.
realDonaldTrump,"They say that if I participated in last night’s Fox debate, they would have had 12 million more &amp; would have broken the all time record."
HillaryClinton,"During law school, when his classmates were taking internships at prestigious firms,  <mention> TimKaine served as a missionary in Honduras."
HillaryClinton,This election isn’t about the same old fights between Democrats and Republicans—it’s about who we are as Americans. <url>
realDonaldTrump,Hillary Clinton is a major national security risk. Not presidential material!
realDonaldTrump,"Still time to get out and VOTE!
<hashtag>WIPrimary <hashtag>Trump2016 <hashtag>MAGA
<url>"
realDonaldTrump,"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&amp;coal companies out of business."" She then apologized."
HillaryClinton,Hard to believe it's only been a year since Trump announced his candidacy for president. <url>
HillaryClinton,"Trump ""doesn’t care who gets hurt as long as he makes a profit off it. That cannot be the person who leads the United States"" — <mention> SenWarren"
HillaryClinton,Proud to have  <mention> POTUS on this team. <url>
HillaryClinton,. <mention> realDonaldTrump rooted for the housing crash that caused 5 million Americans to lose their homes. <url>
HillaryClinton,Watch live as Hillary speaks to the  <mention> NAACP in Cincinnati: <url>
realDonaldTrump,"On the 13th tee box  <mention> TrumpScotland with my grand daughter, Kai!  <mention> DonaldJTrumpJr <url>"
realDonaldTrump,"Failing  <mention> GlennBeck lost all credibility. Not only was he fired  <mention>  FOX, he would have voted for Clinton over McCain. <url>"
HillaryClinton,Gracias señora  <mention> HillaryClinton su respeto a las mujeres y nuestras diferencias la hacen grande! Estoy con usted!
HillaryClinton,"Editorial board: Clinton would be a smart, pragmatic president. Trump would be a catastrophe.… <url>"
realDonaldTrump,"Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!"
HillaryClinton,We learned a lot from Dr. Rullan: how Zika has affected other parts of the world &amp; what early data is showing now. <url>
realDonaldTrump,"My new radio ad, airing today in Wisconsin! See you soon!
<hashtag>WIPrimary <hashtag>Trump2016
<url>"
HillaryClinton,"""I will never, ever disrespect Gold Star families who’ve made the ultimate sacrifice for our nation or prisoners of war.” —Hillary"
realDonaldTrump,Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!
realDonaldTrump,""" <mention> micah_micahk:  <mention> realDonaldTrump  <mention> blackan  <mention> DanScavino this veteran voted for Trump in TX early voting! <url>"""
realDonaldTrump,"Henry McMaster, Lt. Governor of South Carolina who endorsed me, beat failed  <mention> CNN announcer Bakari Sellers, so badly. Funny!"
realDonaldTrump,""" <mention> newtgingrich: <hashtag>NYPrimary turned Trump from frontrunner into presumptive <hashtag>GOP nominee <url>"""
HillaryClinton,Our most important task is making sure we give our kids a better life. That's the promise of America. <url>
HillaryClinton,Taking on systemic racism and rebuilding trust and respect between law enforcement and the communities they serve will require all of us.
HillaryClinton,"""Americans aren’t just choosing a president, we’re also choosing a Commander-in-Chief."" —Hillary to the  <mention> VFWHQ"
HillaryClinton,Hillary was  <mention> Wellesley's first student commencement speaker in 1969. Read the speech: <url>
HillaryClinton,"Para muchos, los ingresos ya no rinden tanto como antes. <url>"
realDonaldTrump,"You can find your polling locations at:
<url>"
HillaryClinton,"""Latinos have to help us shape the future of America because you are the future of America.” —Hillary at  <mention> LULAC"
HillaryClinton,"We need to start listening to each other.
Hearing each other.
Walking in each other’s shoes."
HillaryClinton,"Three-time world all-around champion  <mention> Simone_Biles is set to make history at the Olympics. Good luck, Simone! <url>"
realDonaldTrump,""" <mention> Ausbiz:  Many would say that you are the only talented person running for the top job this time! <hashtag>MakeAmericaGreatAgain <hashtag>TrumpTrain"""
HillaryClinton,"Trump has made a big show of supposedly supporting veterans. In reality, he's done the exact opposite. <url>"
HillaryClinton,"Your potential next president doesn't think filing for bankruptcy is a bad thing.
<url>"
realDonaldTrump,New CBS National Poll just out - massive lead for Trump. The Wall Street Journal/NBC Poll is a total joke. No wonder WSJ is doing so badly!
realDonaldTrump,""" <mention> JerryJrFalwell: A majority of evangelicals believe  <mention> realDonaldTrump is best equipped to save the country. <hashtag>Greta"""
HillaryClinton,"Live from HQ:  <mention> BrynneCraig,  <mention> LorellaPraeli, and  <mention> JessLivMo introduce our 3 Million Stronger voter registration goal: <url>"
HillaryClinton,"Hillary Clinton se ha comprometido a atender la situación del virus del Zika, especialmente en Puerto Rico.
<url>"
realDonaldTrump,Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. <hashtag>Trump2016
HillaryClinton,"""Victory"" never tasted so good. Thanks,  <mention> MikeyLikesItNY.
<url>"
HillaryClinton,". <mention> HillaryClinton once again lending her voice and supporting <hashtag>WashingtonDC <hashtag>Statehood and Voting Rights
<url>"
HillaryClinton,"""Safeguarding freedom and security is not like hosting a TV reality show. It...demands a cool head, but also a big heart."" — <mention> Madeleine"
realDonaldTrump,""" <mention> kristopheryan11:  <mention> realDonaldTrump mr trump you were excellent on  <mention> seanhannity tonight""  Thank you!"
realDonaldTrump,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?
realDonaldTrump,""" <mention> snoozinglion1: Full Speech: Donald Trump Campaign Rally in Pella IA (1-23-16) <url>"""
realDonaldTrump,"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!"
HillaryClinton,"There are too many parents across the country with stories like this one.
<url>"
realDonaldTrump,""" <mention> Davejager1:  <mention> creta_r 9 pm channel 70 CNN I will be watching Trump tonight. Want to have a person in the White House that takes no BS."""
HillaryClinton,"Trump refused to disavow the support of David Duke, a notorious former leader of the Ku Klux Klan. <url>"
realDonaldTrump,"Leaving for North Carolina. Big crowd, will be fun!"
HillaryClinton,"LGBT seniors have seen so much progress, but still face discrimination. This has to change. <url>"
realDonaldTrump,Last nights results - in poll taken by NBC. <hashtag>AmericaFirst <hashtag>ImWithYou <url>
realDonaldTrump,"Reporting that Orlando killer shouted ""Allah hu Akbar!"" as he slaughtered clubgoers. 2nd man arrested in LA with rifles near Gay parade."
realDonaldTrump,"The Cruz campaign issued a dishonest and deceptive get out the vote ad calling voters ""in violation."" They are now under investigation. Bad!"
realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
<url>"
realDonaldTrump,""" <mention> FoxNews:  <mention> ScottBaio: ""<hashtag>DonaldTrump is the only guy, I think, that has the will &amp; the nerve to attack &amp; to fight."" <url>"
HillaryClinton,“Her words gave me strength during one of the toughest tests of my life.” — <mention> Clairecmc on Hillary <url>
HillaryClinton,We cannot let Donald Trump become the next president. <url>
realDonaldTrump,"I said that Crooked Hillary Clinton is ""not qualified"" to be president because she has ""very bad judgement"" - Bernie said the same thing!"
realDonaldTrump,<hashtag>CrookedHillary <url>
HillaryClinton,"""When she didn’t win the nomination 8 years ago, she didn’t get...disillusioned...she proudly stepped up to serve our country."" — <mention> FLOTUS"
HillaryClinton,"""Let us declare again, that we will be a free people. Free from fear and intimidation."" — <mention> CoryBooker <hashtag>DemsInPhilly <url>"
HillaryClinton,"Deeply concerned by raid on <hashtag>ugpride2016. Many detained, incl.  <mention> Frankmugisha. LGBT citizens deserve protection. <url>"
realDonaldTrump,Great news! Thank you Governor Ralph DLG Torres! <hashtag>Trump2016  <url>
HillaryClinton,"There's a lot more that unites us than divides us.
<url>"
realDonaldTrump,Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!
HillaryClinton,"What kind of president would Leslie Knope be?

""Full speed ahead!""
<url>"
realDonaldTrump,"10,000 people in South Carolina, unbelievable evening! Will be in New Hampshire tomorrow- love it. <url>"
realDonaldTrump,Happy 4th of July! <hashtag>Trump2016 <hashtag>AmericaFirst <url>
realDonaldTrump,"If Cory Booker is the future of the Democratic Party, they have no future! I know more about Cory than he knows about himself."
HillaryClinton,"Hillary will deliver on Paris &amp; go further to cut emissions, build renewable energy to power every home in America. <url>"
HillaryClinton,"""She is fit and she is ready to be the next Commander-in-Chief.” — <mention> POTUS on Hillary"
HillaryClinton,". <mention> realdonaldtrump's bigoted comments about a Latino judge are so disgusting, even other Republicans are offended.
<url>"
realDonaldTrump,"Happy birthday to my friend, the great  <mention> jacknicklaus - a totally special guy!"
HillaryClinton,Donald Trump has shown us who he is. We should believe him. <url>
realDonaldTrump,"<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016
<url>"
realDonaldTrump,"<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016
UNIFYING THE NATION
Video: <url>"
HillaryClinton,"We need to come together to turn the tide, stop violence, build trust, and give all our kids the chance to grow up safe and healthy."
HillaryClinton,"""I was just blown away by this 9-year-old girl."" —Hillary on meeting disability rights advocate  <mention> AnastasiaSomoza <url>"
HillaryClinton,"6. Given that you've already questioned our commitments to NATO allies, what is your answer to this? <url>"
realDonaldTrump,I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!
realDonaldTrump,"THANK YOU- Clemson, South Carolina! <hashtag>MakeAmericaGreatAgain <hashtag>SCPrimary <url>"
HillaryClinton,"Trump is running a cynical campaign of hate and fear, and he's got a new campaign chief to match. <url>"
HillaryClinton,"""Hillary Clinton would make a sober, smart and pragmatic president. Donald Trump would be a catastrophe."" — <mention> LATimes <url>"
realDonaldTrump,"Thank you  <mention> DailyMail- for setting the failing  <mention> NYTimes story straight. This is what the NYT's should have written!
<url>"
HillaryClinton,Hillary's first job was fighting for social justice at  <mention> ChildDefender—it's one of the things I admire most about her <url>
HillaryClinton,"""The good news is that my pneumonia finally got some Republicans interested in women’s health.” —Hillary"
realDonaldTrump,"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair."
realDonaldTrump,"Leaving Superior, Wisconsin now. Thank you! <hashtag>Trump2016 <hashtag>WIPrimary
<url>"
realDonaldTrump,"Hillary Clinton just lost every Republican she ever had, including Never Trump, all farmers &amp; sm. biz, by saying she’ll tax estates at 65%."
HillaryClinton,"No, Donald. Esto no es un “conflicto de interés”—el problema eres tú. <url>"
HillaryClinton,. <mention> timkaine That's what we  <mention> Wellesley girls do! And it's so clear  <mention> HillaryClinton is the only candidate prepared to be president <hashtag>debatenight
realDonaldTrump,"Big announcement in Ames, Iowa on Tuesday! You will not want to miss this rally! <hashtag>Trump2016 <url>"
HillaryClinton,Today's Senate vote is a necessary step to combat the spread of Zika—but it's not enough. Republicans in Congress should fully fund this. -H
realDonaldTrump,"The pathetic new hit ad against me misrepresents the final line. ""You can tell them to go BLANK themselves"" - was about China, NOT WOMEN!"
realDonaldTrump,It was great spending time with  <mention> joniernst yesterday. She has done a fantastic job for the people of Iowa and U.S. Will see her again!
realDonaldTrump,The ratings at  <mention> FoxNews blow away the ratings of  <mention> CNN - not even close. That's because CNN is the Clinton News Network and people don't like
HillaryClinton,"Tonight, Hillary will debate Trump for the first time. Follow  <mention> TheBriefing2016 to make sure he's held accountable to the facts. <hashtag>DebateNight"
HillaryClinton,It's already a full house to hear from  <mention> HillaryClinton and  <mention> POTUS this afternoon in Charlotte <hashtag>FirstInPOTUS <url>
realDonaldTrump,"Pope on Trump: ""A person who thinks only about building walls...is not Christian."" This is Vatican City. <url>"
realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
<hashtag>AmericaFirst <hashtag>Trump2016
<url>"
realDonaldTrump,“Donald Trump—The Disrupter” will air on  <mention> FoxNews Saturday night and Sunday night at 8 PM ET. Anchored by  <mention> BretBaier.  <mention> johnrobertsFox
HillaryClinton,"""We have come a long way in the last 7 1/2 years and I thank President Obama and Vice President Biden for their leadership."" — <mention> BernieSanders"
HillaryClinton,"""Our endorsement is rooted in respect for her intellect, experience, toughness and courage."" — <mention> NYTimes on Hillary… <url>"
realDonaldTrump,"The endorsement of me by the 16,500 Border Patrol Agents was the first time that they ever endorsed a presidential candidate. Nice!"
realDonaldTrump,""" <mention> jojo2foxy: TRUMP IS NOT AFRAID OF ANYTHING OR ANYONE - THAT'S THE PRESIDENT USA NEEDS TO UNITE US &amp; KNOCK THE SOCKS OFF OUR ENEMIES!"
realDonaldTrump,"Just departing La Crosse, Wisconsin. Thank you! <hashtag>Trump2016 <hashtag>WIPrimary
<url>"
realDonaldTrump,Hillary took money and did favors for regimes that enslave women and murder gays.
HillaryClinton,"Trump wants to give trillions in tax breaks to people like himself.

Instead, let’s invest in our veterans, kids, schools and police."
realDonaldTrump,"If  <mention> TedCruz doesn’t clean up his act, stop cheating, &amp; doing negative ads, I have standing to sue him for not being a natural born citizen."
HillaryClinton,"Thanks, Obama. <url>"
HillaryClinton,We're still 2.5 million away from reaching our August fundraising goal. Chip in by midnight and get a free sticker: <url>
HillaryClinton,"No person should be gunned down while learning, teaching, praying, or dancing. It's time for us to come together to strengthen our gun laws."
HillaryClinton,"We did it, Delaware! <url>"
realDonaldTrump,"I will be at the Cadillac World Golf Championship  <mention> TrumpDoral in Miami tomorrow! Rory, Phil, Bubba, Adam, and Dustin all at the top!"
realDonaldTrump,""" <mention> ghosthunter_lol: Iowa key endorsement for  <mention> realDonaldTrump Can't wait for the Iowa caucus in 4 weeks! <hashtag>Trump2016 <url>"""
realDonaldTrump,I am watching two clown announcers on  <mention> FoxNews as they try to build up failed presidential candidate <hashtag>LittleMarco. Fox News is in the bag!
HillaryClinton,"Four months from today, our next president will walk into the Oval Office.

Help make sure it's not Donald Trump: <url>"
realDonaldTrump,"Thank you Houston, Texas!
<hashtag>AmericaFirst <hashtag>Trump2016
<url>"
HillaryClinton,Donald Trump doesn't see people like Anastasia—he only sees disability. <url>
realDonaldTrump,My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm.
HillaryClinton,"""I’m with you*"" — <mention> realDonaldTrump

*Not included: women, African Americans, LGBT people, Muslims, Latinos, immigrants..."
HillaryClinton,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" <hashtag>debatenight"
realDonaldTrump,The State of Iowa should disqualify Ted Cruz from the most recent election on the basis that he cheated- a total fraud!
